tweet_id,timestamp,source,text,expanded_urls,name,jpg_url,retweet,favorites,dogs_names,stage,values
889638837579907072,2017-07-25 00:10:02,Twitter iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,3696.0,23562.0,Ted,,12.0
889531135344209921,2017-07-24 17:02:04,Twitter iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1873.0,13306.0,Stuart,puppo,13.0
889278841981685760,2017-07-24 00:19:32,Twitter iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,4415.0,22013.0,Oliver,,13.0
888917238123831296,2017-07-23 00:22:39,Twitter iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,3741.0,25522.0,Jim,,12.0
888804989199671297,2017-07-22 16:56:37,Twitter iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,3510.0,22376.0,Zeke,,13.0
888554962724278272,2017-07-22 00:23:06,Twitter iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,2860.0,17241.0,Ralphus,,13.0
888078434458587136,2017-07-20 16:49:33,Twitter iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,2884.0,19087.0,Gerald,,13.0
887705289381826560,2017-07-19 16:06:48,Twitter iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,4514.0,26510.0,Jeffrey,,13.0
887473957103951883,2017-07-19 00:47:34,Twitter iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,14944.0,59945.0,Canela,,13.0
886983233522544640,2017-07-17 16:17:36,Twitter iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,6282.0,30230.0,Maya,,13.0
886736880519319552,2017-07-16 23:58:41,Twitter iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,2612.0,10457.0,Mingus,,13.0
886680336477933568,2017-07-16 20:14:00,Twitter iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,3717.0,19648.0,Derek,,12.0
886366144734445568,2017-07-15 23:25:31,Twitter iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,2611.0,18478.0,Roscoe,pupper,12.0
886258384151887873,2017-07-15 16:17:19,Twitter iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,5250.0,24434.0,Waffles,,13.0
885528943205470208,2017-07-13 15:58:47,Twitter iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,5305.0,31463.0,Maisey,,13.0
884925521741709313,2017-07-12 00:01:00,Twitter iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,14934.0,66969.0,Earl,,13.0
884876753390489601,2017-07-11 20:47:12,Twitter iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,4639.0,24291.0,Lola,,13.0
884562892145688576,2017-07-11 00:00:02,Twitter iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,3893.0,21216.0,Kevin,,12.0
884162670584377345,2017-07-09 21:29:42,Twitter iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2493.0,17873.0,Yogi,doggo,12.0
883838122936631299,2017-07-09 00:00:04,Twitter iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,2848.0,19076.0,Noah,,13.0
883482846933004288,2017-07-08 00:28:19,Twitter iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,8217.0,40016.0,Bella,,12.0
883360690899218434,2017-07-07 16:22:55,Twitter iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,3060.0,19864.0,Grizzwald,floofer,11.0
882992080364220416,2017-07-06 15:58:11,Twitter iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,3228.0,20900.0,Rusty,,13.0
882762694511734784,2017-07-06 00:46:41,Twitter iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,4072.0,24676.0,Gus,pupper,13.0
882627270321602560,2017-07-05 15:48:34,Twitter iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,5037.0,24512.0,Stanley,,14.0
882268110199369728,2017-07-04 16:01:23,Twitter iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,9575.0,39008.0,Alfy,,13.0
882045870035918850,2017-07-04 01:18:17,Twitter iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,4063.0,25611.0,Koko,,12.0
881906580714921986,2017-07-03 16:04:48,Twitter iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,2837.0,21362.0,Rey,,13.0
881666595344535552,2017-07-03 00:11:11,Twitter iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,8906.0,44347.0,Gary,,12.0
881268444196462592,2017-07-01 21:49:04,Twitter iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,4478.0,20419.0,Elliot,,13.0
880935762899988482,2017-06-30 23:47:07,Twitter iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2325.0,14987.0,Louis,,13.0
880465832366813184,2017-06-29 16:39:47,Twitter iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,5190.0,24913.0,Bella,,12.0
880221127280381952,2017-06-29 00:27:25,Twitter iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,3444.0,23564.0,Jesse,,13.0
879862464715927552,2017-06-28 00:42:13,Twitter iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,2912.0,19626.0,Romeo,,12.0
879492040517615616,2017-06-27 00:10:17,Twitter iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,2617.0,20629.0,Bailey,,13.0
879415818425184262,2017-06-26 19:07:24,Twitter iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,37236.0,92436.0,Duddles,,12.0
879376492567855104,2017-06-26 16:31:08,Twitter iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,2633.0,14797.0,Jack,,13.0
879050749262655488,2017-06-25 18:56:45,Twitter iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,3933.0,19733.0,Steven,,12.0
879008229531029506,2017-06-25 16:07:47,Twitter iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2230.0,16714.0,Beau,,13.0
878776093423087618,2017-06-25 00:45:22,Twitter iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,3415.0,17076.0,Snoopy,puppo,13.0
878281511006478336,2017-06-23 16:00:04,Twitter iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1069.0,6754.0,Shadow,,13.0
878057613040115712,2017-06-23 01:10:23,Twitter iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,5706.0,37001.0,Emmy,,13.0
877736472329191424,2017-06-22 03:54:17,Twitter iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,15722.0,68996.0,Aja,,12.0
877556246731214848,2017-06-21 15:58:08,Twitter iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,3148.0,19823.0,Penny,,14.0
877316821321428993,2017-06-21 00:06:44,Twitter iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,4319.0,24055.0,Dante,,12.0
877201837425926144,2017-06-20 16:29:50,Twitter iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,4599.0,23778.0,Nelly,,13.0
876838120628539392,2017-06-19 16:24:33,Twitter iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,2792.0,18156.0,Ginger,pupper,12.0
876484053909872640,2017-06-18 16:57:37,Twitter iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1988.0,16503.0,Benedict,,13.0
876120275196170240,2017-06-17 16:52:05,Twitter iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,3887.0,24597.0,"Venti,",,12.0
875747767867523072,2017-06-16 16:11:53,Twitter iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,3563.0,22022.0,Goose,,13.0
875144289856114688,2017-06-15 00:13:52,Twitter iphone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688/video/1,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,4131.0,19356.0,Nugget,,13.0
874680097055178752,2017-06-13 17:29:20,Twitter iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,3904.0,24503.0,Cash,,13.0
874296783580663808,2017-06-12 16:06:11,Twitter iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,3467.0,22869.0,Jed,pupper,13.0
874012996292530176,2017-06-11 21:18:31,Twitter iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,8547.0,30009.0,Sebastian,puppo,13.0
873213775632977920,2017-06-09 16:22:42,Twitter iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1325.0,6300.0,Sierra,pupper,13.0
872620804844003328,2017-06-08 01:06:27,Twitter iphone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://twitter.com/dog_rates/status/872620804844003328/photo/1,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,3057.0,18260.0,Monkey,,12.0
872261713294495745,2017-06-07 01:19:32,Twitter iphone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,,,Harry,,13.0
872122724285648897,2017-06-06 16:07:15,Twitter iphone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,6798.0,30088.0,Kody,,13.0
871879754684805121,2017-06-06 00:01:46,Twitter iphone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,9204.0,32946.0,Lassie,,12.0
871762521631449091,2017-06-05 16:15:56,Twitter iphone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2956.0,17807.0,Rover,pupper,12.0
871515927908634625,2017-06-04 23:56:03,Twitter iphone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2924.0,17842.0,Napolean,doggo,13.0
